Provider,DeductibleAmtPaid_mean,DeductibleAmtPaid_max,NoOfMonths_PartACov_mean,NoOfMonths_PartBCov_mean,OPAnnualReimbursementAmt_mean,OPAnnualReimbursementAmt_max,OPAnnualReimbursementAmt_sum,OPAnnualDeductibleAmt_mean,OPAnnualDeductibleAmt_max,OPAnnualDeductibleAmt_sum,ClaimCounts,Gender,ClaimPeriod,RaceOneFrac,MajorRace,RenalDiseaseIndicator,Age,uniqBeneCount,ClmsperBene,TotalInscClaimAmtReimbursed,MeanInscClaimAmtReimbursed,MaxInscClaimAmtReimbursed,uniqATPhysnCount,ClmsperATPhysn,uniqOPPhysnCount,ClmsperOPPhysn,uniqOTPhysnCount,ClmsperOTPhysn,InClmsPct,StateCount_Uniq,MajorState,CountyCount_Uniq,MajorCounty,TotalIPAnnualReimbursementAmt,MeanIPAnnualReimbursementAmt,MaxIPAnnualReimbursementAmt,TotalIPAnnualDeductibleAmtdf,MeanIPAnnualDeductibleAmt,MaxIPAnnualDeductibleAmt,MaxHospitalDays,MedianHospitalDays,MeanHospitalDays,Chronic_Alzheimer_Frac,Chronic_Heartfailure_Frac,Chronic_KidneyDisease_Frac,Chronic_Cancer_Frac,Chronic_ObstrPulmonary_Frac,Chronic_Depression_Frac,Chronic_Diabetes_Frac,Chronic_IschemicHeart_Frac,Chronic_Osteoporasis_Frac,Chronic_rheumatoidarthritis_Frac,Chronic_stroke_Frac,Deceased_Frac,MaxDiagCodeNumPerClaim,MeanDiagCodeNumPerClaim,MaxProcCodeNumPerClaim,MeanProcCodeNumPerClaim,TotalDiagCodeNum,TotalProcCodeNum,MeanHighFreqDiagCodeNumPerClaim,MeanMediumHighFreqDiagCodeNumPerClaim,MeanMediumFreqDiagCodeNumPerClaim,MeanLowFreqDiagCodeNumPerClaim,MeanRareFreqDiagCodeNumPerClaim,TotalHighFreqProcCodeNumPerClaim,TotalMediumHighFreqProcCodeNumPerClaim,TotalMediumFreqProcCodeNumPerClaim,TotalLowFreqProcCodeNumPerClaim,TotalRareFreqProcCodeNumPerClaim,totalDiagCode_4019,totalDiagCode_25000,totalDiagCode_2724,totalDiagCode_V5869,totalDiagCode_4011,totalDiagCode_42731,totalDiagCode_V5861,totalDiagCode_2720,totalDiagCode_2449,totalDiagCode_4280,totalDiagCode_53081,totalDiagCode_41401,totalDiagCode_496,totalDiagCode_2589,totalDiagCode_41400,totalDiagCode_Other,totalProcCode_4019,totalProcCode_9904,totalProcCode_2724,totalProcCode_8154,totalProcCode_66,totalProcCode_3893,totalProcCode_3995,totalProcCode_4516,totalProcCode_3722,totalProcCode_8151,totalProcCode_8872,totalProcCode_9671,totalProcCode_4513,totalProcCode_5849,totalProcCode_9390,totalProcCode_Other,TotalTeDiagCode,TotalTeProcCode
PRV52981,2.140921409214092,100.0,11.902439024390244,11.994579945799458,1865.5284552845528,11280,688380,626.8563685636857,2430,231310,369,0.455,1.938,0.921,1,0.084,74.0,149,2.476510067114094,85830,232.60162601626016,3300,3,123.0,4,92.25,0,-99.0,0.0,3,52,12,991,1095150,2967.8861788617887,77000,129228,350.2113821138211,4272,0.0,0.0,0.0,0.3116531165311653,0.4444444444444444,0.2384823848238482,0.1978319783197832,0.2086720867208672,0.3577235772357723,0.5962059620596206,0.7127371273712737,0.3848238482384823,0.2520325203252032,0.040650406504065,0.008130081300813,10,2.3631436314363143,0,0.0,872,0,0.5691056910569106,0.08943089430894309,0.6233062330623306,0.16531165311653118,0.9159891598915989,0,0,0,0,0,44,24,22,17,18,11,19,18,9,3,9,6,3,7,0,3480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1845,1.1442052156752471,1.1610674682071278
PRV52982,3.3592534992223952,200.0,11.981337480559876,11.995334370139968,3199.0979782270606,25130,2057020,791.5552099533437,5730,508970,643,0.322,2.871,0.96,1,0.212,75.0,231,2.783549783549784,216220,336.2674961119751,7000,15,42.86666666666667,15,42.86666666666667,7,91.85714285714286,0.0,2,54,22,999,3257310,5065.800933125972,91480,311448,484.36702954898914,7476,0.0,0.0,0.0,0.3390357698289269,0.5583203732503889,0.4043545878693623,0.1741835147744945,0.3141524105754277,0.374805598755832,0.6780715396578538,0.7169517884914464,0.3452566096423017,0.2472783825816485,0.119751166407465,0.0093312597200622,9,2.505443234836703,1,0.0015552099533437014,1611,1,0.4867807153965785,0.18973561430793157,0.7262830482115086,0.18040435458786935,0.9222395023328149,0,1,0,0,0,73,33,31,30,28,21,20,23,9,9,10,6,7,13,8,6109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3215,1.1747380987821652,1.1614311002857258
PRV52985,91.97428571428571,1068.0,11.940128296507485,11.935138987883107,2431.318602993585,28210,3411140,781.2259444048467,9140,1096060,1403,0.391,2.994,0.979,1,0.205,75.0,500,2.806,1720120,1226.0299358517464,71000,99,14.171717171717171,86,16.313953488372093,61,23.0,0.0862437633642195,10,45,47,988,8355260,5955.28153955809,91480,761876,543.0334996436208,7476,36.0,0.0,0.5837491090520314,0.4290805416963649,0.6129722024233785,0.4404846756949394,0.1603706343549536,0.345687811831789,0.4255167498218104,0.6985032074126871,0.7498218104062723,0.2965074839629366,0.3485388453314326,0.1218816821097647,0.007127583749109,10,3.009265858873842,4,0.06771204561653599,4222,95,0.6136849607982894,0.1796151104775481,0.9451176051318603,0.20242337847469707,1.0684248039914468,29,27,27,6,6,189,99,94,69,50,47,46,38,47,41,37,34,35,35,28,13141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7015,1.1930547180096922,1.1750433016934154
PRV52986,271.44444444444446,1068.0,11.833333333333334,11.666666666666666,2828.8888888888887,23630,101840,840.8333333333334,5730,30270,36,0.25,3.778,1.0,1,0.167,77.0,31,1.1612903225806452,132490,3680.277777777778,30000,18,2.0,9,4.0,5,7.2,0.25,2,24,11,890,294010,8166.944444444444,40080,24564,682.3333333333334,2136,9.0,0.0,1.3611111111111112,0.3888888888888889,0.6666666666666666,0.5555555555555556,0.1666666666666666,0.3888888888888889,0.4166666666666667,0.7222222222222222,0.7777777777777778,0.25,0.2777777777777778,0.0555555555555555,0.0,10,3.9722222222222223,2,0.2777777777777778,143,10,0.75,0.2222222222222222,1.2777777777777777,0.2222222222222222,1.5,1,3,4,2,0,6,5,0,1,0,3,2,0,3,0,3,3,0,1,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,1.1939310966866097,1.2000931147978802
PRV52988,2.8205128205128207,100.0,12.0,12.0,1969.839743589744,21280,614590,631.4423076923077,4230,197010,312,0.558,2.138,0.946,1,0.151,75.5,124,2.5161290322580645,76070,243.81410256410257,3300,3,104.0,3,104.0,2,156.0,0.0,2,16,6,988,1062430,3405.224358974359,49000,132160,423.5897435897436,4272,0.0,0.0,0.0,0.3653846153846153,0.5224358974358975,0.3365384615384615,0.0929487179487179,0.2243589743589743,0.3141025641025641,0.6185897435897436,0.7660256410256411,0.3397435897435897,0.2788461538461538,0.0384615384615384,0.032051282051282,9,2.5288461538461537,0,0.0,789,0,0.5961538461538461,0.14102564102564102,0.7596153846153846,0.1346153846153846,0.8974358974358975,0,0,0,0,0,39,17,23,17,19,15,16,17,7,3,3,4,1,5,2,2932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1560,1.1437393658424175,1.1610674682071278
PRV52989,424.40677966101697,1068.0,11.932203389830509,11.966101694915254,2098.7570621468926,26630,371480,623.0508474576271,9140,110280,177,0.446,3.938,0.96,1,0.186,76.0,138,1.2826086956521738,882590,4986.38418079096,57000,90,1.9666666666666663,37,4.783783783783784,44,4.0227272727272725,0.3954802259887006,8,54,38,999,1855020,10480.338983050848,91480,178952,1011.0282485875706,7476,25.0,0.0,2.6666666666666665,0.3898305084745763,0.6271186440677966,0.4463276836158192,0.1073446327683615,0.3672316384180791,0.4519774011299435,0.751412429378531,0.7966101694915254,0.3333333333333333,0.2655367231638418,0.1129943502824858,0.0056497175141242,10,4.779661016949152,4,0.288135593220339,846,51,1.0169491525423728,0.2937853107344633,1.9039548022598871,0.3050847457627119,1.2598870056497176,13,13,21,1,3,34,17,25,4,8,18,7,6,6,13,13,16,7,6,7,1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885,1.2577013334797003,1.2174171048295475
PRV52990,297.4177215189873,1068.0,11.848101265822784,11.936708860759492,1580.759493670886,6700,124880,365.9493670886076,1640,28910,79,0.405,3.139,0.987,1,0.253,75.0,55,1.4363636363636365,208160,2634.93670886076,29000,31,2.548387096774193,17,4.647058823529412,16,4.9375,0.2784810126582278,1,16,18,980,793840,10048.60759493671,57000,101856,1289.3164556962026,6408,13.0,0.0,1.4050632911392404,0.3544303797468354,0.6962025316455697,0.4177215189873418,0.1645569620253164,0.3924050632911392,0.4683544303797468,0.7468354430379747,0.8607594936708861,0.430379746835443,0.3164556962025316,0.1392405063291139,0.0,10,4.30379746835443,3,0.21518987341772153,340,17,0.9240506329113924,0.20253164556962025,1.5569620253164558,0.21518987341772153,1.4050632911392404,6,4,6,1,0,16,4,3,2,3,7,4,6,6,6,8,3,3,2,2,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,1.2377043260958525,1.2043767961161098
PRV52993,2.0,20.0,12.0,12.0,2328.0,3860,23280,669.0,1650,6690,10,0.4,1.1,1.0,1,0.1,76.0,9,1.1111111111111112,3120,312.0,2100,8,1.25,2,5.0,2,5.0,0.0,2,16,5,890,73980,7398.0,35180,8544,854.4,3204,0.0,0.0,0.0,0.5,0.4,0.1,0.0,0.5,0.4,0.6,0.7,0.4,0.2,0.0,0.0,10,3.8,0,0.0,38,0,1.3,0.2,1.5,0.1,0.7,0,0,0,0,0,2,1,3,1,2,0,2,0,0,0,0,0,1,1,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1.1493859009986411,1.1610674682071278
PRV52996,0.0,0.0,12.0,12.0,3578.108108108108,28360,132390,907.2972972972972,4730,33570,37,0.324,1.811,0.973,1,0.405,76.0,30,1.2333333333333334,11510,311.0810810810811,3300,18,2.055555555555556,5,7.4,7,5.285714285714286,0.0,2,28,7,770,302250,8168.918918918919,95990,27232,736.0,5072,0.0,0.0,0.0,0.2432432432432432,0.5945945945945946,0.4864864864864865,0.1081081081081081,0.3243243243243243,0.6486486486486487,0.7567567567567568,0.8108108108108109,0.2432432432432432,0.3783783783783784,0.1621621621621621,0.0,9,2.6216216216216215,0,0.0,97,0,0.5675675675675675,0.2702702702702703,0.6756756756756757,0.1891891891891892,0.918918918918919,0,0,0,0,0,4,1,4,1,1,2,1,2,4,0,1,0,0,0,2,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,1.1478216418386034,1.1610674682071278
PRV52998,472.5625,1068.0,12.0,11.818181818181818,1072.4242424242425,6700,35390,383.6363636363636,1650,12660,33,0.364,4.182,1.0,1,0.091,76.0,28,1.1785714285714286,151190,4581.515151515152,46000,22,1.5,9,3.6666666666666665,8,4.125,0.4545454545454545,2,16,14,930,450820,13661.212121212122,55000,43652,1322.7878787878788,4272,12.0,0.0,2.9393939393939394,0.2424242424242424,0.6363636363636364,0.4848484848484848,0.1515151515151515,0.5151515151515151,0.3939393939393939,0.7878787878787878,0.7575757575757576,0.3939393939393939,0.2727272727272727,0.0606060606060606,0.0606060606060606,9,5.363636363636363,3,0.30303030303030304,177,10,1.3636363636363635,0.2727272727272727,1.9696969696969697,0.3333333333333333,1.4242424242424243,3,3,4,0,0,13,3,3,2,1,5,1,2,1,4,4,2,1,3,1,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,1.2225507235524848,1.2085153095600105
PRV52999,154.35714285714286,1068.0,12.0,12.0,1650.7142857142858,10830,92440,515.5357142857143,2600,28870,56,0.429,4.018,0.946,1,0.25,75.0,51,1.0980392156862746,73210,1307.321428571429,19000,12,4.666666666666667,5,11.2,10,5.6,0.1428571428571428,3,26,10,981,427890,7640.892857142857,91480,43720,780.7142857142857,7476,36.0,0.0,1.3928571428571428,0.4821428571428571,0.6071428571428571,0.4285714285714285,0.1607142857142857,0.3392857142857143,0.5,0.8214285714285714,0.7321428571428571,0.3214285714285714,0.1785714285714285,0.125,0.0178571428571428,10,3.0,3,0.125,168,7,0.5535714285714286,0.21428571428571427,0.9642857142857143,0.17857142857142858,1.0892857142857142,2,2,1,1,1,8,3,3,2,2,4,2,1,0,3,2,0,0,1,4,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,1.1697248935990021,1.1786225860887654
PRV53000,2.887624466571835,200.0,11.948790896159316,11.982930298719772,2122.731152204836,28940,1492280,675.7894736842105,9140,475080,703,0.376,2.704,0.962,1,0.188,75.0,469,1.4989339019189765,200250,284.850640113798,3600,260,2.703846153846154,99,7.101010101010101,146,4.815068493150685,0.0,13,54,75,999,3131040,4453.826458036984,60000,303312,431.4537695590327,4272,0.0,0.0,0.0,0.4011379800853485,0.566145092460882,0.3769559032716927,0.166429587482219,0.2930298719772404,0.4466571834992888,0.6870554765291608,0.7567567567567568,0.3058321479374111,0.32574679943101,0.0910384068278805,0.0056899004267425,10,2.5746799431009957,0,0.0,1810,0,0.5248933143669986,0.16500711237553342,0.7268847795163584,0.1678520625889047,0.9900426742532006,0,0,0,0,0,83,44,32,37,42,14,23,19,16,15,14,7,15,8,7,6654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3515,1.1465414903143338,1.1610674682071278
PRV53001,0.0,0.0,12.0,11.9,2288.5333333333333,28210,343280,773.2666666666667,9010,115990,150,0.333,2.593,0.973,1,0.133,73.0,105,1.4285714285714286,45460,303.06666666666666,3300,6,25.0,6,25.0,4,37.5,0.0,1,16,5,900,604300,4028.6666666666665,76900,64080,427.2,5340,0.0,0.0,0.0,0.4933333333333333,0.5533333333333333,0.4,0.1333333333333333,0.3666666666666666,0.4266666666666667,0.66,0.7266666666666667,0.3866666666666666,0.42,0.08,0.02,10,2.68,0,0.0,402,0,0.5,0.1,0.8533333333333334,0.19333333333333333,1.0333333333333334,0,0,0,0,0,23,6,7,4,9,3,4,5,3,3,3,3,2,0,3,1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,1.1411790077664483,1.1610674682071278
PRV53002,2.795969773299748,100.0,12.0,11.909319899244332,1838.866498740554,17300,730030,555.4911838790932,4120,220530,397,0.484,2.093,0.987,1,0.234,74.0,134,2.962686567164179,116040,292.29219143576825,6040,3,132.33333333333334,3,132.33333333333334,0,-99.0,0.0,4,43,18,960,2630290,6625.415617128463,57400,222144,559.5566750629723,3204,0.0,0.0,0.0,0.3425692695214106,0.5818639798488665,0.3375314861460957,0.1460957178841309,0.2468513853904282,0.4659949622166247,0.7506297229219143,0.7657430730478589,0.3324937027707808,0.2720403022670025,0.1284634760705289,0.0,10,2.6146095717884132,0,0.0,1038,0,0.5642317380352645,0.14357682619647355,0.7229219143576826,0.15869017632241814,1.0251889168765742,0,0,0,0,0,47,21,23,20,14,13,17,10,18,6,13,3,8,11,4,3742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,1.1472757723488136,1.1610674682071278
PRV53004,0.0,0.0,12.0,12.0,4692.777777777777,24630,84470,1207.7777777777778,5310,21740,18,0.333,3.222,1.0,1,0.167,73.5,16,1.125,4310,239.44444444444449,2000,10,1.8,1,18.0,3,6.0,0.0,1,16,7,930,148020,8223.333333333334,60000,6408,356.0,2136,0.0,0.0,0.0,0.2777777777777778,0.5,0.4444444444444444,0.1666666666666666,0.2777777777777778,0.6111111111111112,0.6111111111111112,0.6666666666666666,0.3888888888888889,0.2222222222222222,0.0,0.0,5,2.2777777777777777,0,0.0,41,0,0.5555555555555556,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.5555555555555556,0,0,0,0,0,2,2,1,1,2,0,0,1,0,0,0,0,0,1,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1.1391175020140918,1.1610674682071278
PRV53005,326.9387755102041,1068.0,12.0,11.9,1632.2,24780,81610,467.4,5330,23370,50,0.56,3.64,1.0,1,0.3,74.5,37,1.351351351351351,168860,3377.2,37000,27,1.851851851851852,12,4.166666666666667,9,5.555555555555555,0.32,3,43,12,960,306230,6124.6,57400,53176,1063.52,21136,36.0,0.0,2.04,0.4,0.8,0.46,0.14,0.22,0.52,0.82,0.78,0.32,0.2,0.18,0.04,10,4.5,3,0.24,225,12,1.06,0.32,1.34,0.18,1.6,3,2,6,1,0,11,3,4,2,1,5,1,1,4,8,3,3,1,6,2,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,1.2452730077229992,1.2081865415052786
PRV53007,408.6105263157895,1068.0,12.0,12.0,1910.9375,10830,183450,683.4375,2800,65610,96,0.333,3.417,0.979,1,0.208,75.5,68,1.411764705882353,400540,4172.291666666667,57000,50,1.92,20,4.8,18,5.333333333333333,0.3854166666666667,3,24,18,850,980910,10217.8125,91480,99052,1031.7916666666667,7476,20.0,0.0,2.1979166666666665,0.3958333333333333,0.6145833333333334,0.3854166666666667,0.1979166666666666,0.40625,0.4895833333333333,0.6770833333333334,0.84375,0.3645833333333333,0.2708333333333333,0.0833333333333333,0.0,10,4.989583333333333,5,0.34375,479,33,1.09375,0.2604166666666667,1.8020833333333333,0.4479166666666667,1.3854166666666667,12,7,12,0,2,24,14,3,4,0,9,6,4,6,7,7,9,5,7,6,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,1.2457374085024504,1.2260815172716175
PRV53009,144.32432432432432,1068.0,12.0,12.0,1121.3513513513512,4550,41490,457.2972972972973,1260,16920,37,0.568,2.108,0.973,1,0.108,76.0,23,1.608695652173913,35620,962.7027027027028,15000,10,3.7,7,5.285714285714286,9,4.111111111111111,0.1351351351351351,2,24,7,960,121820,3292.4324324324325,15000,16020,432.97297297297297,2136,10.0,0.0,0.7837837837837838,0.4054054054054054,0.5135135135135135,0.3513513513513513,0.081081081081081,0.5405405405405406,0.7297297297297297,0.6486486486486487,0.4594594594594595,0.2432432432432432,0.1621621621621621,0.027027027027027,0.0,9,3.1621621621621623,1,0.02702702702702703,117,1,0.5675675675675675,0.10810810810810811,1.3243243243243243,0.1891891891891892,0.972972972972973,0,1,0,0,0,4,2,2,2,1,1,0,4,0,0,0,2,3,0,2,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,1.1689737249785799,1.168838177793502
PRV53013,0.0,0.0,12.0,12.0,10432.5,26630,41730,3495.0,9140,13980,4,0.75,6.0,1.0,1,0.5,74.0,4,1.0,5030,1257.5,2600,3,1.3333333333333333,1,4.0,1,4.0,0.0,1,16,2,790,21240,5310.0,21240,2136,534.0,2136,0.0,0.0,0.0,1.0,0.75,1.0,0.5,0.25,0.25,0.75,0.75,0.0,0.0,0.75,0.0,6,3.25,0,0.0,13,0,0.25,0.5,0.75,0.5,1.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1.0720836576751662,1.1610674682071278
PRV53014,0.0,0.0,12.0,12.0,2176.25,7410,17410,488.75,780,3910,8,0.25,3.25,1.0,1,0.125,72.5,8,1.0,1180,147.5,700,6,1.3333333333333333,1,8.0,2,4.0,0.0,1,16,2,880,10000,1250.0,10000,1068,133.5,1068,0.0,0.0,0.0,0.25,0.5,0.125,0.25,0.25,0.25,0.75,0.625,0.125,0.125,0.0,0.0,2,1.25,0,0.0,10,0,0.375,0.0,0.25,0.125,0.5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1.1347207297798667,1.1610674682071278
PRV53015,0.0,0.0,12.0,12.0,1566.25,6060,12530,380.0,680,3040,8,0.5,2.875,0.75,1,0.0,47.5,6,1.3333333333333333,1120,140.0,500,6,1.3333333333333333,2,4.0,3,2.6666666666666665,0.0,1,16,5,870,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.875,0.375,0.0,0.0,0.125,0.875,1.0,0.5,0.125,0.25,0.0,0.0,7,3.375,0,0.0,27,0,0.875,0.25,0.875,0.375,1.0,0,0,0,0,0,2,1,0,0,0,1,0,0,2,0,1,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1.1064959123034257,1.1610674682071278
PRV53016,4.516129032258065,70.0,10.064516129032258,12.0,3506.451612903226,17300,108700,721.6129032258065,4120,22370,31,0.419,2.032,0.903,1,0.129,70.0,18,1.7222222222222223,16900,545.1612903225806,6100,6,5.166666666666667,3,10.333333333333334,5,6.2,0.0,2,24,4,830,214610,6922.903225806452,41050,23496,757.9354838709677,3204,0.0,0.0,0.0,0.3548387096774194,0.5806451612903226,0.5483870967741935,0.1612903225806451,0.4516129032258064,0.5161290322580645,0.3870967741935484,0.6774193548387096,0.4516129032258064,0.5483870967741935,0.0,0.0,8,1.967741935483871,0,0.0,61,0,0.3870967741935484,0.06451612903225806,0.3225806451612903,0.25806451612903225,0.9354838709677419,0,0,0,0,0,3,1,0,2,1,2,1,0,1,1,0,0,0,0,1,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,1.1328910624161517,1.1610674682071278
PRV53017,1.1111111111111112,10.0,12.0,12.0,1780.0,2950,16020,667.7777777777778,1450,6010,9,0.111,1.0,1.0,1,0.0,78.0,4,2.25,1000,111.11111111111111,400,7,1.2857142857142858,1,9.0,3,3.0,0.0,1,16,1,710,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.0,0.7777777777777778,0.3333333333333333,0.8888888888888888,0.0,0.0,0.0,0.0,6,2.3333333333333335,0,0.0,21,0,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.1111111111111111,1.1111111111111112,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1.0874629702922047,1.1610674682071278
PRV53018,4.634146341463414,100.0,11.707317073170731,12.0,1636.0975609756097,9420,67080,711.219512195122,4760,29160,41,0.317,2.171,0.878,1,0.098,72.0,22,1.8636363636363635,11260,274.6341463414634,2700,7,5.857142857142857,4,10.25,3,13.666666666666666,0.0,2,26,5,870,30020,732.1951219512196,11000,6408,156.29268292682926,2136,0.0,0.0,0.0,0.3902439024390244,0.5365853658536586,0.1463414634146341,0.073170731707317,0.073170731707317,0.1707317073170731,0.5853658536585366,0.6585365853658537,0.1707317073170731,0.0975609756097561,0.048780487804878,0.0,9,2.317073170731707,1,0.024390243902439025,95,1,0.4146341463414634,0.14634146341463414,0.6829268292682927,0.17073170731707318,0.9024390243902439,0,0,1,0,0,4,1,2,2,0,1,0,0,0,2,2,0,1,2,0,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,1.1592325857583328,1.16529744267319
PRV53019,0.0,0.0,11.2,12.0,2619.333333333333,7370,39290,332.6666666666667,1150,4990,15,0.333,1.467,0.933,1,0.133,81.0,13,1.1538461538461535,4920,328.0,2600,3,5.0,2,7.5,2,7.5,0.0,2,24,3,830,36000,2400.0,25000,6408,427.2,3204,0.0,0.0,0.0,0.2666666666666666,0.4,0.4666666666666667,0.1333333333333333,0.2,0.4666666666666667,0.5333333333333333,0.6666666666666666,0.4,0.5333333333333333,0.0666666666666666,0.0,7,1.8,0,0.0,27,0,0.26666666666666666,0.0,0.4666666666666667,0.06666666666666667,1.0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1.1135556408587515,1.1610674682071278
PRV53020,0.0,0.0,12.0,12.0,10705.0,17300,21410,2195.0,4120,4390,2,0.0,11.0,1.0,1,0.5,93.0,2,1.0,4500,2250.0,2500,1,2.0,0,-99.0,0,-99.0,0.0,1,16,1,200,22220,11110.0,15160,3204,1602.0,2136,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,2,2.0,0,0.0,4,0,0.0,0.5,1.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.1694722183853683,1.1610674682071278
PRV53024,82.15384615384616,1068.0,12.0,12.0,1774.6153846153843,4300,46140,716.9230769230769,3240,18640,26,0.385,2.808,0.962,1,0.385,78.5,19,1.368421052631579,13800,530.7692307692307,6000,12,2.1666666666666665,7,3.7142857142857135,9,2.888888888888889,0.0769230769230769,1,16,6,820,127310,4896.538461538462,33550,19756,759.8461538461538,5072,5.0,0.0,0.3461538461538461,0.1538461538461538,0.4230769230769231,0.3461538461538461,0.1153846153846153,0.3076923076923077,0.6538461538461539,0.8076923076923077,0.6153846153846154,0.3461538461538461,0.4230769230769231,0.1153846153846153,0.0384615384615384,9,3.1923076923076925,1,0.038461538461538464,83,1,0.6923076923076923,0.2692307692307692,1.0,0.23076923076923078,1.0,0,0,0,1,0,3,3,1,4,2,1,0,1,0,0,1,0,2,0,1,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,1.160044267691276,1.1617484535632108
PRV53025,6.6,200.0,12.0,12.0,1961.4,5290,98070,645.4,1200,32270,50,0.46,1.1,0.96,1,0.1,80.5,19,2.631578947368421,9460,189.2,1700,5,10.0,4,12.5,6,8.333333333333334,0.0,1,16,3,940,57600,1152.0,20000,10680,213.6,1068,0.0,0.0,0.0,0.46,0.3,0.18,0.04,0.2,0.38,0.68,0.4,0.32,0.16,0.02,0.0,9,2.36,0,0.0,118,0,0.32,0.06,0.8,0.14,1.04,0,0,0,0,0,5,1,4,1,1,0,1,0,0,1,1,0,1,0,0,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,1.1367038411773747,1.1610674682071278
PRV53026,0.0,0.0,12.0,12.0,1514.6153846153843,6800,39380,333.46153846153845,1180,8670,26,0.423,2.538,1.0,1,0.077,74.0,16,1.625,6140,236.15384615384616,3300,10,2.6,3,8.666666666666666,6,4.333333333333333,0.0,1,16,6,770,46900,1803.8461538461536,18360,8544,328.61538461538464,4272,0.0,0.0,0.0,0.7692307692307693,0.7692307692307693,0.2692307692307692,0.0,0.1538461538461538,0.2692307692307692,0.6538461538461539,0.8846153846153846,0.5,0.2307692307692307,0.0769230769230769,0.0,8,3.3461538461538463,0,0.0,87,0,1.0384615384615385,0.07692307692307693,0.6923076923076923,0.3076923076923077,1.2307692307692308,0,0,0,0,0,5,3,2,6,0,3,2,2,1,2,0,0,0,1,1,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,1.1353966907869213,1.1610674682071278
PRV53027,0.0,0.0,12.0,12.0,648.0,900,3240,284.0,440,1420,5,0.8,1.0,1.0,1,0.0,70.0,3,1.6666666666666667,500,100.0,200,5,1.0,0,-99.0,0,-99.0,0.0,1,16,3,560,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.4,1.0,1.0,0.4,0.4,0.0,0.0,6,3.2,0,0.0,16,0,0.4,0.0,1.4,0.0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1.232826356788285,1.1610674682071278
