Provider,MedianAge,MeanInscClaimAmtReimbursed,MaxInscClaimAmtReimbursed,TotalInscClaimAmtReimbursed,MeanDeductibleAmtPaid,MaxDeductibleAmtPaid,MeanNumMonth_PartACov,MeanNumMonth_PartBCov,MeanOPAnnualReimbursementAmt,MaxOPAnnualReimbursementAmt,TotalOPAnnualReimbursementAmt,MeanOPAnnualDeductibleAmt,MaxOPAnnualDeductibleAmt,TotalOPAnnualDeductibleAmt,MeanIPAnnualReimbursementAmt,MaxIPAnnualReimbursementAmt,TotalIPAnnualReimbursementAmt,MeanIPAnnualDeductibleAmt,MaxIPAnnualDeductibleAmt,TotalIPAnnualDeductibleAmt,MeanClaimPeriods,MaxHospitalDays,MedianHospitalDays,MeanHospitalDays,MaxDiagCodeNumPerClaim,MeanDiagCodeNumPerClaim,MaxProcCodeNumPerClaim,MeanProcCodeNumPerClaim,TotalDiagCodeNum,TotalProcCodeNum,MeanHighFreqDiagCodeNumPerClaim,MeanMediumHighFreqDiagCodeNumPerClaim,MeanMediumFreqDiagCodeNumPerClaim,MeanLowFreqDiagCodeNumPerClaim,MeanRareFreqDiagCodeNumPerClaim,TotalHighFreqProcCodeNumPerClaim,TotalMediumHighFreqProcCodeNumPerClaim,TotalMediumFreqProcCodeNumPerClaim,TotalLowFreqProcCodeNumPerClaim,TotalRareFreqProcCodeNumPerClaim,totalDiagCode_4019,totalDiagCode_25000,totalDiagCode_2724,totalDiagCode_V5869,totalDiagCode_4011,totalDiagCode_42731,totalDiagCode_V5861,totalDiagCode_2720,totalDiagCode_2449,totalDiagCode_4280,totalDiagCode_53081,totalDiagCode_41401,totalDiagCode_496,totalDiagCode_2589,totalDiagCode_41400,totalDiagCode_Other,totalProcCode_4019,totalProcCode_9904,totalProcCode_2724,totalProcCode_8154,totalProcCode_66,totalProcCode_3893,totalProcCode_3995,totalProcCode_4516,totalProcCode_3722,totalProcCode_8151,totalProcCode_8872,totalProcCode_9671,totalProcCode_4513,totalProcCode_5849,totalProcCode_9390,totalProcCode_Other,ChronicCond_Alzheimer_Frac,ChronicCond_Heartfailure_Frac,ChronicCond_KidneyDisease_Frac,ChronicCond_Cancer_Frac,ChronicCond_ObstrPulmonary_Frac,ChronicCond_Depression_Frac,ChronicCond_Diabetes_Frac,ChronicCond_IschemicHeart_Frac,ChronicCond_Osteoporasis_Frac,ChronicCond_rheumatoidarthritis_Frac,ChronicCond_stroke_Frac,RenalDiseaseIndicator_Frac,Deceased_Frac,Gender_Frac,Race_Frac,In_Out_Frac,ClaimNumbers,UniqBeneCount,ClaimCountsperPatient,UniqATPhysCount,ClmsperATPhysn,UniqOPPhysCount,ClmsperOPPhysn,UniqOTPhysCount,ClmsperOTPhysn,UniqStateCount,UniqCountyCount,MajorState,MajorCounty,MajorRace
PRV52478,72.0,576.3636363636364,6000,31700,99.63636363636364,1068.0,12.0,12.0,2335.090909090909,23800,128430,860.9090909090909,7600,47350,3554.0,40000,195470,524.290909090909,2136,28836,3.272727272727273,19.0,0.0,0.8909090909090909,10,3.2545454545454544,2,0.03636363636363636,179,2,0.8363636363636363,0.2545454545454545,1.0727272727272728,0.16363636363636364,0.9272727272727272,1,0,1,0,0,7,3,6,3,6,2,1,5,2,3,1,1,2,2,0,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0.509090909090909,0.6181818181818182,0.34545454545454546,0.05454545454545454,0.4,0.6,0.7454545454545455,0.8181818181818182,0.3090909090909091,0.3090909090909091,0.10909090909090909,0.0,0.01818181818181818,0.45454545454545453,0.7272727272727273,0.09090909090909091,55,52,1.0576923076923077,27,2.037037037037037,10,5.5,12,4.583333333333333,8,16,5,510,1
PRV54781,76.0,3788.0975609756097,53000,776560,367.9901960784314,1068.0,12.0,11.941463414634146,2191.317073170732,29070,449220,618.2926829268292,6830,126750,9157.414634146342,75000,1877270,1004.0585365853658,10136,205832,4.029268292682927,36.0,0.0,2.658536585365854,10,4.507317073170731,3,0.24878048780487805,924,51,1.1219512195121952,0.23414634146341465,1.6097560975609757,0.36585365853658536,1.175609756097561,21,13,14,2,1,38,23,24,8,4,19,10,6,12,16,14,9,12,6,7,1842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230,0.37073170731707317,0.6,0.44878048780487806,0.2097560975609756,0.3853658536585366,0.4146341463414634,0.7609756097560976,0.8,0.375609756097561,0.3024390243902439,0.08780487804878048,0.0,0.004878048780487805,0.4585365853658537,0.824390243902439,0.3463414634146341,205,189,1.0846560846560847,44,4.659090909090909,18,11.38888888888889,29,7.068965517241379,5,30,31,310,1
PRV55441,71.0,2122.1875,12000,67910,233.625,1068.0,12.0,11.09375,3159.6875,26470,101110,699.6875,6310,22390,10350.0,57000,331200,1217.875,6136,38972,4.59375,12.0,0.0,1.21875,10,4.25,1,0.125,136,4,0.84375,0.4375,1.625,0.34375,1.0,1,0,3,0,0,8,2,2,0,2,1,1,1,1,2,3,0,0,0,1,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0.5,0.5625,0.5,0.0625,0.34375,0.4375,0.75,0.84375,0.3125,0.25,0.125,0.0,0.0,0.3125,0.96875,0.21875,32,30,1.0666666666666667,16,2.0,5,6.4,7,4.571428571428571,3,11,36,340,1
PRV56029,90.0,100.0,100,100,0.0,0.0,12.0,12.0,1010.0,1010,1010,150.0,150,150,0.0,0,0,0.0,0,0,1.0,0.0,0.0,0.0,1,1.0,0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1,1.0,0,0.0,1,1.0,1,1,39,620,2
PRV51249,73.0,4137.539682539683,57000,521330,418.4878048780488,1068.0,12.0,11.904761904761905,1486.7460317460318,6660,187330,402.6190476190476,2200,50730,9271.507936507936,91000,1168210,1203.6825396825398,13204,151664,4.5476190476190474,36.0,0.0,3.357142857142857,10,4.833333333333333,3,0.25396825396825395,609,32,1.1111111111111112,0.3253968253968254,1.6507936507936507,0.29365079365079366,1.4523809523809523,11,10,10,1,0,29,15,13,4,4,8,2,3,3,12,11,11,8,4,6,1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756,0.42063492063492064,0.6111111111111112,0.35714285714285715,0.14285714285714285,0.3492063492063492,0.4523809523809524,0.7222222222222222,0.753968253968254,0.36507936507936506,0.3253968253968254,0.07142857142857142,0.0,0.0,0.38095238095238093,0.873015873015873,0.40476190476190477,126,101,1.2475247524752475,36,3.5,15,8.4,17,7.411764705882353,4,19,4,650,1
PRV52102,75.0,127.33333333333333,400,1910,5.333333333333333,80.0,11.2,12.0,1654.6666666666667,4730,24820,442.0,1770,6630,2016.6666666666667,18250,30250,284.8,2136,4272,2.066666666666667,0.0,0.0,0.0,5,2.066666666666667,0,0.0,31,0,0.4,0.0,0.6666666666666666,0.06666666666666667,0.9333333333333333,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0.26666666666666666,0.6,0.13333333333333333,0.3333333333333333,0.4666666666666667,0.26666666666666666,0.6666666666666666,0.5333333333333333,0.26666666666666666,0.3333333333333333,0.13333333333333333,0.0,0.0,0.2,1.0,0.0,15,15,1.0,10,1.5,3,5.0,6,2.5,2,5,10,500,1
PRV52731,76.0,191.7391304347826,2000,4410,4.782608695652174,60.0,12.0,10.956521739130435,1474.3478260869565,7190,33910,400.0,2070,9200,2360.8695652173915,15150,54300,185.7391304347826,1068,4272,3.6956521739130435,0.0,0.0,0.0,6,2.391304347826087,0,0.0,55,0,0.6521739130434783,0.043478260869565216,0.5652173913043478,0.21739130434782608,0.9130434782608695,0,0,0,0,0,2,2,3,1,0,1,2,1,0,0,1,0,0,1,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0.391304347826087,0.6521739130434783,0.21739130434782608,0.0,0.30434782608695654,0.34782608695652173,0.30434782608695654,0.782608695652174,0.391304347826087,0.6086956521739131,0.08695652173913043,0.0,0.2608695652173913,0.30434782608695654,0.8260869565217391,0.0,23,13,1.7692307692307692,2,11.5,2,11.5,2,11.5,2,6,14,10,1
PRV56404,71.0,362.69972451790636,8030,131660,3.2506887052341598,200.0,11.785123966942148,11.900826446280991,2849.6969696969695,20220,1034440,723.6363636363636,6220,262680,2880.936639118457,79100,1045780,387.6143250688705,3204,140704,2.62534435261708,0.0,0.0,0.0,9,2.56198347107438,0,0.0,930,0,0.5867768595041323,0.20385674931129477,0.721763085399449,0.18457300275482094,0.8650137741046832,0,0,0,0,0,51,19,17,21,19,9,16,6,8,6,4,4,7,10,5,3428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2178,0.2644628099173554,0.5674931129476584,0.325068870523416,0.1652892561983471,0.2727272727272727,0.36363636363636365,0.7493112947658402,0.6942148760330579,0.2975206611570248,0.2699724517906336,0.07713498622589532,0.0,0.0,0.4738292011019284,0.8815426997245179,0.0,363,143,2.5384615384615383,39,9.307692307692308,22,16.5,30,12.1,2,16,44,170,1
PRV51919,66.0,16833.333333333332,40000,101000,1068.0,1068.0,12.0,12.0,1553.3333333333333,3500,9320,210.0,410,1260,36648.333333333336,63000,219890,1780.0,3204,10680,6.666666666666667,11.0,7.5,6.666666666666667,9,8.833333333333334,3,1.0,53,6,2.0,0.3333333333333333,3.6666666666666665,1.1666666666666667,1.6666666666666667,4,0,0,0,2,2,1,2,0,0,1,0,0,0,1,0,1,0,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.0,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.0,0.0,0.0,0.5,0.8333333333333334,1.0,6,6,1.0,3,2.0,1,6.0,2,3.0,1,3,6,340,1
PRV52178,73.0,10144.04411764706,57000,1379590,1043.7272727272727,1068.0,12.0,12.0,2121.176470588235,30610,288480,555.9852941176471,6040,75614,18596.176470588234,81030,2529080,2029.6470588235295,36136,276032,7.492647058823529,36.0,6.0,7.463235294117647,10,8.051470588235293,4,0.7352941176470589,1095,100,1.838235294117647,0.5073529411764706,2.9779411764705883,0.6176470588235294,2.110294117647059,27,29,34,4,6,52,27,23,2,1,19,1,14,12,20,19,17,14,6,6,1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,0.5588235294117647,0.7352941176470589,0.6617647058823529,0.19117647058823528,0.47794117647058826,0.5588235294117647,0.7867647058823529,0.8602941176470589,0.40441176470588236,0.3897058823529412,0.15441176470588236,0.0,0.0,0.4852941176470588,0.8382352941176471,0.9779411764705882,136,121,1.1239669421487604,6,22.666666666666668,2,68.0,3,45.333333333333336,1,2,10,120,1
PRV51322,71.0,70.83333333333333,200,850,0.0,0.0,12.0,12.0,2354.1666666666665,18380,28250,430.0,1560,5160,1083.3333333333333,7000,13000,178.0,1068,2136,1.0833333333333333,0.0,0.0,0.0,8,3.0,0,0.0,36,0,0.5,0.16666666666666666,1.1666666666666667,0.08333333333333333,1.0833333333333333,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0.25,0.4166666666666667,0.25,0.08333333333333333,0.25,0.4166666666666667,0.6666666666666666,0.5,0.25,0.25,0.08333333333333333,0.0,0.0,0.5833333333333334,0.75,0.0,12,11,1.0909090909090908,1,12.0,1,12.0,1,12.0,1,1,4,170,1
PRV52126,73.5,3534.818181818182,20000,388830,380.2,1068.0,12.0,12.0,2387.0,27320,262570,626.0,6370,68860,7504.0,67000,825440,898.0,9068,98780,3.5090909090909093,30.0,0.0,2.4454545454545453,10,4.6909090909090905,3,0.34545454545454546,516,38,1.1545454545454545,0.33636363636363636,1.5909090909090908,0.41818181818181815,1.190909090909091,12,13,10,2,1,23,5,15,4,2,6,3,7,10,8,6,9,8,5,8,981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,0.38181818181818183,0.5454545454545454,0.44545454545454544,0.13636363636363635,0.41818181818181815,0.42727272727272725,0.6818181818181818,0.7363636363636363,0.32727272727272727,0.2818181818181818,0.11818181818181818,0.0,0.0,0.32727272727272727,0.8363636363636363,0.35454545454545455,110,106,1.0377358490566038,69,1.5942028985507246,28,3.9285714285714284,24,4.583333333333333,10,27,23,400,1
PRV55289,75.5,265.0,1200,3710,0.0,0.0,12.0,12.0,2289.285714285714,9150,32050,420.0,1520,5880,5867.142857142857,30020,82140,610.2857142857143,2136,8544,6.0,0.0,0.0,0.0,7,2.4285714285714284,0,0.0,34,0,0.5,0.0,0.8571428571428571,0.21428571428571427,0.8571428571428571,0,0,0,0,0,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0.42857142857142855,0.5,0.42857142857142855,0.07142857142857142,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.6428571428571429,0.2857142857142857,0.35714285714285715,0.35714285714285715,0.0,0.0,0.21428571428571427,0.6428571428571429,0.0,14,12,1.1666666666666667,3,4.666666666666667,2,7.0,3,4.666666666666667,1,1,34,250,1
PRV54334,73.0,215.14285714285714,3300,22590,2.5714285714285716,90.0,12.0,11.923809523809524,1872.5714285714287,9810,196620,660.2857142857143,3120,69330,4082.3809523809523,55600,428650,579.7714285714286,3204,60876,1.9428571428571428,0.0,0.0,0.0,9,2.5142857142857142,0,0.0,264,0,0.5714285714285714,0.1619047619047619,0.6952380952380952,0.26666666666666666,0.819047619047619,0,0,0,0,0,12,5,10,8,5,1,3,2,5,2,1,1,1,2,1,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,0.3904761904761905,0.7619047619047619,0.4857142857142857,0.3619047619047619,0.3333333333333333,0.3904761904761905,0.7714285714285715,0.8,0.2857142857142857,0.3523809523809524,0.0761904761904762,0.0,0.009523809523809525,0.5142857142857142,0.9523809523809523,0.0,105,49,2.142857142857143,12,8.75,5,21.0,7,15.0,3,9,26,770,1
PRV56394,68.0,497.5,3300,15920,0.0,0.0,12.0,12.0,3221.875,12000,103100,735.625,3190,23540,2665.0,13280,85280,467.25,3204,14952,3.96875,0.0,0.0,0.0,7,2.5,0,0.0,80,0,0.4375,0.4375,0.71875,0.1875,0.71875,0,0,0,0,0,3,1,0,4,2,0,1,0,0,0,0,1,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0.5,0.875,0.375,0.0625,0.4375,0.78125,0.71875,0.90625,0.34375,0.5,0.03125,0.0,0.0,0.5625,0.84375,0.0,32,14,2.2857142857142856,5,6.4,2,16.0,1,32.0,2,4,43,400,1
PRV53875,74.0,226.58536585365854,2700,9290,0.7317073170731707,30.0,11.707317073170731,11.707317073170731,2663.4146341463415,18080,109200,931.9512195121952,5420,38210,1252.9268292682927,24210,51370,156.29268292682926,3204,6408,3.926829268292683,0.0,0.0,0.0,9,2.5121951219512195,0,0.0,103,0,0.5609756097560976,0.2926829268292683,0.6097560975609756,0.14634146341463414,0.9024390243902439,0,0,0,0,0,3,3,2,0,3,2,1,0,2,2,0,1,0,1,1,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0.34146341463414637,0.5609756097560976,0.3902439024390244,0.0975609756097561,0.24390243902439024,0.5121951219512195,0.6585365853658537,0.7560975609756098,0.24390243902439024,0.36585365853658536,0.0975609756097561,0.0,0.024390243902439025,0.3170731707317073,0.9512195121951219,0.0,41,35,1.1714285714285715,32,1.28125,5,8.2,13,3.1538461538461537,4,14,23,80,1
PRV55091,70.0,263.8888888888889,2100,4750,2.7777777777777777,50.0,12.0,12.0,5052.222222222223,32960,90940,1162.7777777777778,6310,20930,5111.111111111111,27180,92000,641.3333333333334,4068,11544,2.111111111111111,0.0,0.0,0.0,6,2.8333333333333335,0,0.0,51,0,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,0.9444444444444444,0,0,0,0,0,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0.4444444444444444,0.5,0.3888888888888889,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.8333333333333334,0.7777777777777778,0.3888888888888889,0.2777777777777778,0.2222222222222222,0.0,0.0,0.3888888888888889,0.8333333333333334,0.0,18,18,1.0,4,4.5,2,9.0,2,9.0,1,2,33,20,1
PRV54200,78.0,13314.615384615385,43000,173090,1068.0,1068.0,12.0,12.0,2815.3846153846152,27760,36600,643.8461538461538,5570,8370,25640.0,113000,333320,1396.6153846153845,3204,18156,5.769230769230769,13.0,4.0,5.769230769230769,10,8.153846153846153,2,0.6153846153846154,106,8,1.7692307692307692,0.6153846153846154,3.230769230769231,0.5384615384615384,2.0,2,1,4,1,0,4,2,5,0,0,2,0,1,1,0,1,5,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0.38461538461538464,0.8461538461538461,0.38461538461538464,0.23076923076923078,0.23076923076923078,0.5384615384615384,0.9230769230769231,1.0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.0,0.0,0.46153846153846156,0.9230769230769231,1.0,13,13,1.0,3,4.333333333333333,4,3.25,1,13.0,1,3,24,260,1
PRV54588,77.0,273.3333333333333,2900,17220,1.9047619047619047,70.0,12.0,12.0,1338.4126984126983,18950,84320,439.36507936507934,4730,27680,4399.206349206349,95990,277150,466.1587301587302,3204,29368,2.2063492063492065,0.0,0.0,0.0,9,2.5714285714285716,0,0.0,162,0,0.7301587301587301,0.20634920634920634,0.7936507936507936,0.15873015873015872,0.6825396825396826,0,0,0,0,0,15,5,9,3,1,0,2,1,0,2,1,2,1,2,1,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0.3333333333333333,0.49206349206349204,0.31746031746031744,0.1111111111111111,0.25396825396825395,0.5873015873015873,0.8095238095238095,0.8412698412698413,0.2222222222222222,0.3968253968253968,0.12698412698412698,0.0,0.0,0.36507936507936506,0.9841269841269841,0.0,63,47,1.3404255319148937,5,12.6,4,15.75,4,15.75,1,5,28,540,1
PRV51758,85.0,130.0,300,910,0.0,0.0,12.0,12.0,941.4285714285714,1960,6590,321.42857142857144,1070,2250,714.2857142857143,5000,5000,152.57142857142858,1068,1068,3.857142857142857,0.0,0.0,0.0,4,2.7142857142857144,0,0.0,19,0,0.8571428571428571,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.8571428571428571,0,0,0,0,0,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.0,0.2857142857142857,0.42857142857142855,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.0,0.0,0.42857142857142855,0.7142857142857143,0.0,7,7,1.0,3,2.3333333333333335,1,7.0,2,3.5,2,2,5,400,1
PRV52989,76.0,4986.38418079096,57000,882590,424.40677966101697,1068.0,11.932203389830509,11.966101694915254,2098.7570621468926,26630,371480,623.0508474576271,9140,110280,10480.338983050848,91480,1855020,1011.0282485875706,7476,178952,3.937853107344633,25.0,0.0,2.6666666666666665,10,4.779661016949152,4,0.288135593220339,846,51,1.1412429378531073,0.4180790960451977,1.7740112994350283,0.3672316384180791,1.07909604519774,13,15,19,2,2,34,17,25,4,8,18,7,6,6,13,13,16,7,6,7,1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1062,0.3898305084745763,0.6271186440677966,0.4463276836158192,0.10734463276836158,0.3672316384180791,0.4519774011299435,0.751412429378531,0.7966101694915254,0.3333333333333333,0.2655367231638418,0.11299435028248588,0.0,0.005649717514124294,0.4463276836158192,0.96045197740113,0.3954802259887006,177,138,1.2826086956521738,90,1.9666666666666666,37,4.783783783783784,44,4.0227272727272725,8,38,16,240,1
PRV56163,59.0,454.2857142857143,2700,3180,11.428571428571429,80.0,12.0,12.0,2397.1428571428573,5610,16780,450.0,910,3150,14011.42857142857,52000,98080,1068.0,3204,7476,1.1428571428571428,0.0,0.0,0.0,6,2.5714285714285716,0,0.0,18,0,0.8571428571428571,0.14285714285714285,0.7142857142857143,0.2857142857142857,0.5714285714285714,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.14285714285714285,0.0,0.0,0.0,0.7142857142857143,0.5714285714285714,0.0,7,6,1.1666666666666667,5,1.4,1,7.0,2,3.5,1,1,54,640,1
PRV54567,79.0,1977.017543859649,37000,112690,114.17543859649123,1068.0,12.0,12.0,1456.140350877193,15610,83000,325.96491228070175,1820,18580,8942.982456140351,64000,509750,786.9473684210526,2136,44856,2.6140350877192984,12.0,0.0,0.8771929824561403,10,2.6666666666666665,2,0.14035087719298245,152,8,0.6491228070175439,0.07017543859649122,0.8070175438596491,0.22807017543859648,0.9122807017543859,1,5,1,0,1,4,2,6,6,2,5,2,0,0,1,2,2,2,1,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0.3508771929824561,0.6491228070175439,0.5087719298245614,0.10526315789473684,0.3157894736842105,0.42105263157894735,0.631578947368421,0.7719298245614035,0.2807017543859649,0.21052631578947367,0.03508771929824561,0.0,0.0,0.47368421052631576,0.9473684210526315,0.10526315789473684,57,34,1.6764705882352942,25,2.28,10,5.7,15,3.8,2,12,28,900,1
PRV54396,75.0,610.0,10000,26840,25.636363636363637,1068.0,12.0,12.0,2562.5,15390,112750,849.5454545454545,5400,37380,5549.318181818182,63070,244170,485.45454545454544,2136,21360,4.045454545454546,6.0,0.0,0.13636363636363635,9,2.9545454545454546,0,0.0,130,0,0.7045454545454546,0.29545454545454547,0.6818181818181818,0.3409090909090909,0.9318181818181818,0,0,0,0,0,5,4,3,2,3,2,3,2,1,2,0,1,0,1,0,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0.5227272727272727,0.6818181818181818,0.5909090909090909,0.13636363636363635,0.3181818181818182,0.3409090909090909,0.7272727272727273,0.9090909090909091,0.3181818181818182,0.4772727272727273,0.36363636363636365,0.0,0.0,0.2727272727272727,0.9772727272727273,0.022727272727272728,44,32,1.375,21,2.0952380952380953,5,8.8,11,4.0,2,5,26,350,1
PRV51306,76.0,217.64705882352942,1300,3700,5.882352941176471,100.0,12.0,11.941176470588236,1316.4705882352941,4400,22380,602.3529411764706,1490,10240,6867.058823529412,108740,116740,691.0588235294117,9612,11748,4.411764705882353,0.0,0.0,0.0,6,2.3529411764705883,0,0.0,40,0,0.47058823529411764,0.17647058823529413,0.7647058823529411,0.11764705882352941,0.8235294117647058,0,0,0,0,0,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0.29411764705882354,0.4117647058823529,0.17647058823529413,0.11764705882352941,0.23529411764705882,0.35294117647058826,0.7058823529411765,0.6470588235294118,0.17647058823529413,0.17647058823529413,0.11764705882352941,0.0,0.0,0.47058823529411764,0.9411764705882353,0.0,17,13,1.3076923076923077,2,8.5,1,17.0,2,8.5,2,3,26,590,1
PRV53616,76.5,794.7727272727273,23000,34970,53.09090909090909,1068.0,12.0,12.0,1875.6818181818182,11800,82530,522.0454545454545,2050,22970,4060.0,33000,178640,406.54545454545456,3204,17888,3.1363636363636362,10.0,0.0,0.3409090909090909,9,2.9318181818181817,1,0.022727272727272728,129,1,0.5454545454545454,0.25,1.0681818181818181,0.1590909090909091,0.9090909090909091,0,0,1,0,0,2,4,2,0,5,0,1,0,1,0,4,2,1,0,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0.45454545454545453,0.6818181818181818,0.5454545454545454,0.1590909090909091,0.25,0.4090909090909091,0.6590909090909091,0.7954545454545454,0.3409090909090909,0.25,0.09090909090909091,0.0,0.022727272727272728,0.36363636363636365,1.0,0.045454545454545456,44,41,1.0731707317073171,26,1.6923076923076923,5,8.8,17,2.588235294117647,5,13,22,20,1
PRV54572,77.5,363.7671232876712,3300,53110,1.8493150684931507,80.0,11.753424657534246,11.945205479452055,2741.2328767123286,36340,400220,750.0,6970,109500,7056.438356164384,89000,1030240,416.4931506849315,4772,60808,2.7739726027397262,0.0,0.0,0.0,9,2.8493150684931505,0,0.0,416,0,0.547945205479452,0.3356164383561644,0.8972602739726028,0.2808219178082192,0.7876712328767124,0,0,0,0,0,22,3,12,6,5,3,4,4,3,0,4,1,3,4,4,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876,0.4041095890410959,0.4589041095890411,0.410958904109589,0.0684931506849315,0.2191780821917808,0.3972602739726027,0.7465753424657534,0.7671232876712328,0.3904109589041096,0.22602739726027396,0.0684931506849315,0.0,0.0136986301369863,0.410958904109589,0.9657534246575342,0.0,146,117,1.2478632478632479,34,4.294117647058823,21,6.9523809523809526,30,4.866666666666666,3,10,28,270,1
PRV55561,80.0,348.3333333333333,5100,8360,2.5,60.0,12.0,12.0,2985.4166666666665,19950,71650,898.3333333333334,6070,21560,10883.75,106530,261210,712.0,4272,17088,2.0,0.0,0.0,0.0,8,2.875,0,0.0,69,0,0.7916666666666666,0.16666666666666666,0.9166666666666666,0.2916666666666667,0.7083333333333334,0,0,0,0,0,1,2,3,3,3,2,0,2,0,0,1,0,0,0,1,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0.5,0.5833333333333334,0.375,0.20833333333333334,0.3333333333333333,0.4166666666666667,0.9166666666666666,0.9166666666666666,0.3333333333333333,0.25,0.20833333333333334,0.0,0.0,0.5,0.9166666666666666,0.0,24,23,1.0434782608695652,14,1.7142857142857142,4,6.0,6,4.0,1,5,36,110,1
PRV56870,78.0,9153.846153846154,16000,119000,1068.0,1068.0,12.0,12.0,2695.3846153846152,17630,35040,734.6153846153846,4580,9550,13926.923076923076,52090,181050,1555.6923076923076,3204,20224,5.538461538461538,14.0,5.0,5.538461538461538,10,8.307692307692308,3,0.9230769230769231,108,12,2.230769230769231,0.6923076923076923,2.923076923076923,0.9230769230769231,1.5384615384615385,4,5,3,0,0,6,2,4,0,0,3,0,0,2,3,3,1,2,1,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0.38461538461538464,0.6923076923076923,0.5384615384615384,0.15384615384615385,0.46153846153846156,0.3076923076923077,0.7692307692307693,0.9230769230769231,0.23076923076923078,0.46153846153846156,0.07692307692307693,0.0,0.0,0.5384615384615384,0.7692307692307693,1.0,13,13,1.0,3,4.333333333333333,2,6.5,1,13.0,1,2,45,970,1
PRV56539,70.0,900.0,900,900,0.0,0.0,12.0,12.0,4780.0,4780,4780,510.0,510,510,0.0,0,0,0.0,0,0,1.0,0.0,0.0,0.0,5,5.0,0,0.0,5,0,2.0,1.0,2.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1,44,900,1
